title,author,published_year,language,subjects,cover,content
"sixth presentation of the charles lang freer medal, january 16, 1974",freer gallery of art,1974,english,"bibliography, awards, charles lang freer medal, asian art",https://covers.openlibrary.org/b/id/7901881-L.jpg,title: sixth presentation of the charles lang freer medal  january 16  1974. title: sixth presentation of the charles lang freer medal  january 16  1974. author: freer gallery of art. author: freer gallery of art. subjects: bibliography  awards  charles lang freer medal  asian art
the emblems of the altdorf academy,frederick john stopp,1974,english,"universität altdorf -- medals., universität altdorf -- awards., universität altdorf -- curricula -- history., college orations -- history and criticism.",https://covers.openlibrary.org/b/id/14358458-L.jpg,title: the emblems of the altdorf academy. title: the emblems of the altdorf academy. author: frederick john stopp. author: frederick john stopp. subjects: universität altdorf -- medals.  universität altdorf -- awards.  universität altdorf -- curricula -- history.  college orations -- history and criticism.
"fifth presentation of the charles lang freer medal, september 11, 1973",freer gallery of art,1973,english,"chinese art, awards, charles lang freer medal, asian art",https://covers.openlibrary.org/b/id/7901832-L.jpg,title: fifth presentation of the charles lang freer medal  september 11  1973. title: fifth presentation of the charles lang freer medal  september 11  1973. author: freer gallery of art. author: freer gallery of art. subjects: chinese art  awards  charles lang freer medal  asian art
"fourth presentation of the charles lang freer medal, may 2, 1973",freer gallery of art,1973,english,"bibliography, japanese art, awards, asian art, charles lang freer",https://covers.openlibrary.org/b/id/7901885-L.jpg,title: fourth presentation of the charles lang freer medal  may 2  1973. title: fourth presentation of the charles lang freer medal  may 2  1973. author: freer gallery of art. author: freer gallery of art. subjects: bibliography  japanese art  awards  asian art  charles lang freer
portraits of nobel laureates in peace,john wintterle,1971,english,"awards, nobel prize winners, pacifists, nobel prizes, peace, juvenile literature, biography",https://covers.openlibrary.org/b/id/10028658-L.jpg,title: portraits of nobel laureates in peace. title: portraits of nobel laureates in peace. author: john wintterle. author: john wintterle. subjects: awards  nobel prize winners  pacifists  nobel prizes  peace  juvenile literature  biography
ten young artists: theodoron awards.,solomon r. guggenheim museum.,1971,english,"art, american -- 20th century -- exhibitions., art -- competitions.",https://covers.openlibrary.org/b/id/7007023-L.jpg,title: ten young artists: theodoron awards.. title: ten young artists: theodoron awards.. author: solomon r. guggenheim museum.. author: solomon r. guggenheim museum.. subjects: art  american -- 20th century -- exhibitions.  art -- competitions.
open space: some ideas for its imaginative use and preservation,massachusetts trustees of reservations,1970,english,"eliot, charles w., ii, natural resources, massachusetts governor's advisory committee on open space and recreation, proposals, outdoor recreation, conservation of natural resources, conservation, open spaces, awards, landscape",https://covers.openlibrary.org/b/id/7014371-L.jpg,title: open space: some ideas for its imaginative use and preservation. title: open space: some ideas for its imaginative use and preservation. author: massachusetts trustees of reservations. author: massachusetts trustees of reservations. subjects: eliot  charles w.  ii  natural resources  massachusetts governor's advisory committee on open space and recreation  proposals  outdoor recreation  conservation of natural resources  conservation  open spaces  awards  landscape
"third presentation of the charles lang freer medal, september 15, 1965",freer gallery of art,1965,english,"bibliography, asian art, awards, japanese art, charles lang freer medal, collectors and collecting",https://covers.openlibrary.org/b/id/7901897-L.jpg,title: third presentation of the charles lang freer medal  september 15  1965. title: third presentation of the charles lang freer medal  september 15  1965. author: freer gallery of art. author: freer gallery of art. subjects: bibliography  asian art  awards  japanese art  charles lang freer medal  collectors and collecting
"second presentation of the charles lang freer medal, may 3, 1960",freer gallery of art,1960,english,"bibliography, asian art, awards, islamic art, charles lang freer medal, collectors and collecting",https://covers.openlibrary.org/b/id/7901862-L.jpg,title: second presentation of the charles lang freer medal  may 3  1960. title: second presentation of the charles lang freer medal  may 3  1960. author: freer gallery of art. author: freer gallery of art. subjects: bibliography  asian art  awards  islamic art  charles lang freer medal  collectors and collecting
"handbook of scientific and technical awards in the united states and canada, 1900-1952.",special libraries association. science-technology division.,1956,"english, german","awards -- united states., awards -- canada., scientists -- united states., technologists -- united states.",https://covers.openlibrary.org/b/id/7015991-L.jpg,title: handbook of scientific and technical awards in the united states and canada  1900-1952.. title: handbook of scientific and technical awards in the united states and canada  1900-1952.. author: special libraries association. science-technology division.. author: special libraries association. science-technology division.. subjects: awards -- united states.  awards -- canada.  scientists -- united states.  technologists -- united states.
improving management through the rea awards program,united states. rural electrification administration,1952,english,"officials and employees, awards, united states. department of agriculture",https://covers.openlibrary.org/b/id/14563605-L.jpg,title: improving management through the rea awards program. title: improving management through the rea awards program. author: united states. rural electrification administration. author: united states. rural electrification administration. subjects: officials and employees  awards  united states. department of agriculture
employees suggestion program,united states. bureau of agricultural and industrial chemistry,1949,english,"officials and employees, awards, suggestion systems, united states. department of agriculture",https://covers.openlibrary.org/b/id/14432834-L.jpg,title: employees suggestion program. title: employees suggestion program. author: united states. bureau of agricultural and industrial chemistry. author: united states. bureau of agricultural and industrial chemistry. subjects: officials and employees  awards  suggestion systems  united states. department of agriculture
